leaguePosition,team,player,ban1,ban2,ban3,ban4,ban5
lckMID,DWG KIA,ShowMaker,Ezreal,Lucian,Thresh,Gwen,Jayce
lckMID,DWG KIA,ShowMaker,Ezreal,Gwen,Lee Sin,Irelia,Twisted Fate
lckADC,DWG KIA,ShowMaker,Senna,Akali,Karma,Orianna,Twisted Fate
lckADC,DWG KIA,ShowMaker,Lucian,Renekton,Tahm Kench,Orianna,Twisted Fate
lckADC,DWG KIA,ShowMaker,Lulu,Lucian,Renekton,Twisted Fate,Nocturne
lckADC,DWG KIA,ShowMaker,Akali,Lulu,Tahm Kench,Leona,Rakan
lckADC,DWG KIA,ShowMaker,Lucian,Renekton,Nocturne,Sylas,Lulu
lckADC,DWG KIA,ShowMaker,Lucian,Renekton,Nocturne,Leona,Lulu
lckADC,DWG KIA,ShowMaker,Xin Zhao,Lucian,Renekton,Nocturne,Twisted Fate
lckADC,DWG KIA,ShowMaker,Gwen,Lucian,Akali,Nautilus,Nocturne
lckADC,DWG KIA,ShowMaker,Gwen,Lucian,Akali,Thresh,Kalista
lckADC,DWG KIA,ShowMaker,Lucian,Akali,Lee Sin,Kalista,Thresh
lckMID,DWG KIA,ShowMaker,Nocturne,Sett,Karma,Thresh,Tahm Kench
lckMID,DWG KIA,ShowMaker,Nocturne,Sett,Karma,Orianna,Volibear
lckMID,DWG KIA,ShowMaker,Nocturne,Sett,Ezreal,Rumble,Xin Zhao
lckMID,DWG KIA,ShowMaker,Ezreal,Lee Sin,Kalista,Rakan,Azir
lckMID,DWG KIA,ShowMaker,Ezreal,Kalista,Lee Sin,Thresh,Kai'Sa
lckMID,DWG KIA,ShowMaker,Thresh,Ezreal,Xin Zhao,LeBlanc,Azir
lckMID,DWG KIA,ShowMaker,Thresh,Ezreal,Xin Zhao,LeBlanc,Ryze
lckMID,DWG KIA,ShowMaker,Nocturne,Akali,Xin Zhao,Sylas,Twisted Fate
lckMID,DWG KIA,ShowMaker,Nocturne,Xin Zhao,Ziggs,Karma,Braum
lckMID,DWG KIA,ShowMaker,Thresh,Nocturne,Ashe,Nautilus,Tahm Kench
lckMID,DWG KIA,ShowMaker,Thresh,Nocturne,Ryze,Olaf,Gwen
lckMID,DWG KIA,ShowMaker,Thresh,Nocturne,Ziggs,Diana,Olaf
lckMID,DWG KIA,ShowMaker,Nocturne,Xin Zhao,Thresh,Ezreal,Kog'Maw
lckMID,DWG KIA,ShowMaker,Nocturne,Xin Zhao,Thresh,Kog'Maw,Ezreal
lckMID,DWG KIA,ShowMaker,Nocturne,Xin Zhao,Ryze,Wukong,Irelia
lckMID,DWG KIA,ShowMaker,Irelia,Ryze,Aphelios,Lee Sin,Wukong
lckMID,DWG KIA,ShowMaker,Xin Zhao,Aphelios,Ryze,Braum,Gwen
lckMID,DWG KIA,ShowMaker,Irelia,Aphelios,Orianna,Wukong,LeBlanc
lckMID,DWG KIA,ShowMaker,Aphelios,Xin Zhao,Renekton,Leona,Ezreal
lckMID,DWG KIA,ShowMaker,Aphelios,Irelia,Trundle,Draven,Varus
lckMID,DWG KIA,ShowMaker,Irelia,Aphelios,Ziggs,Braum,Lissandra
lckMID,DWG KIA,ShowMaker,Viego,Ziggs,Diana,Lissandra,Jayce
lckMID,DWG KIA,ShowMaker,Lucian,Renekton,Varus,Leona,Ornn
lckMID,DWG KIA,ShowMaker,Lucian,Renekton,Viego,Leona,Thresh
lckMID,DWG KIA,ShowMaker,Kalista,Irelia,Lissandra,Volibear,Xin Zhao
lckMID,DWG KIA,ShowMaker,Kalista,Irelia,Lissandra,Leona,Dr. Mundo
lckMID,DWG KIA,ShowMaker,Gnar,Renekton,Irelia,Varus,Thresh
lckMID,DWG KIA,ShowMaker,Gnar,Renekton,Olaf,Thresh,Ezreal
lcsJG,Evil Geniuses,Contractz,Lulu,Xin Zhao,Rumble,Leona,Braum
lcsJG,Evil Geniuses,Contractz,Xin Zhao,Ziggs,Gwen,Nautilus,Alistar
lcsJG,Evil Geniuses,Contractz,Olaf,Viktor,Azir,Jayce,Leona
lcsJG,Evil Geniuses,Contractz,Lulu,Volibear,Irelia,Camille,Syndra
lcsADC,Evil Geniuses,Danny,Kalista,Thresh,Gwen,Gangplank,Syndra
lcsADC,Evil Geniuses,Danny,Nocturne,Renekton,Viego,Ezreal,Senna
lcsADC,Evil Geniuses,Danny,Thresh,Sylas,Varus,Akali,Xin Zhao
lcsADC,Evil Geniuses,Danny,Karma,Udyr,Rumble,Gragas,Tahm Kench
lcsADC,Evil Geniuses,Danny,Thresh,Udyr,Lulu,Kalista,Tristana
lcsADC,Evil Geniuses,Danny,Karma,Lulu,Varus,Nautilus,Viego
lcsADC,Evil Geniuses,Danny,Lulu,Karma,Gwen,Olaf,Renekton
lcsADC,Evil Geniuses,Danny,Karma,Kalista,Gwen,Renekton,Gangplank
lcsADC,Evil Geniuses,Danny,Lulu,Karma,Ezreal,Renekton,Braum
lcsADC,Evil Geniuses,Danny,Lulu,Karma,Varus,Braum,Leona
lcsADC,Evil Geniuses,Danny,Lulu,Xin Zhao,Rumble,Leona,Braum
lcsADC,Evil Geniuses,Danny,Kalista,Lulu,Karma,Thresh,Leona
lcsADC,Evil Geniuses,Danny,Karma,Ziggs,Xin Zhao,Nautilus,Leona
lcsADC,Evil Geniuses,Danny,Xin Zhao,Lee Sin,Kalista,Galio,Syndra
lcsADC,Evil Geniuses,Danny,Sett,Kalista,Renekton,Varus,Karma
lcsADC,Evil Geniuses,Danny,Xin Zhao,Ziggs,Gwen,Nautilus,Alistar
lcsADC,Evil Geniuses,Danny,Xin Zhao,Gwen,Ziggs,Nautilus,Leona
lcsADC,Evil Geniuses,Danny,Gwen,Xin Zhao,Kalista,Varus,Karma
lcsADC,Evil Geniuses,Danny,Ziggs,Xin Zhao,Volibear,Nautilus,Leona
lcsADC,Evil Geniuses,Danny,Xin Zhao,Viego,Kalista,Gnar,Nautilus
lcsADC,Evil Geniuses,Danny,Ziggs,Kalista,Kayn,Leona,Alistar
lcsADC,Evil Geniuses,Danny,Olaf,Viktor,Azir,Jayce,Leona
lcsADC,Evil Geniuses,Danny,Irelia,Ziggs,Diana,Kalista,Tristana
lcsADC,Evil Geniuses,Danny,Kalista,Lee Sin,Thresh,Sejuani,Elise
lcsADC,Evil Geniuses,Danny,Olaf,Syndra,Kalista,Nautilus,Irelia
lcsADC,Evil Geniuses,Danny,Olaf,Varus,Thresh,Gangplank,Irelia
lcsADC,Evil Geniuses,Danny,Lulu,Volibear,Irelia,Camille,Syndra
lcsSUP,Evil Geniuses,IgNar,Kalista,Thresh,Gwen,Gangplank,Syndra
lcsSUP,Evil Geniuses,IgNar,Nocturne,Renekton,Viego,Ezreal,Senna
lcsSUP,Evil Geniuses,IgNar,Thresh,Sylas,Varus,Akali,Xin Zhao
lcsSUP,Evil Geniuses,IgNar,Karma,Udyr,Rumble,Gragas,Tahm Kench
lcsSUP,Evil Geniuses,IgNar,Thresh,Udyr,Lulu,Kalista,Tristana
lcsSUP,Evil Geniuses,IgNar,Karma,Lulu,Varus,Nautilus,Viego
lcsSUP,Evil Geniuses,IgNar,Lulu,Karma,Gwen,Olaf,Renekton
lcsSUP,Evil Geniuses,IgNar,Karma,Kalista,Gwen,Renekton,Gangplank
lcsSUP,Evil Geniuses,IgNar,Lulu,Karma,Ezreal,Renekton,Braum
lcsSUP,Evil Geniuses,IgNar,Lulu,Karma,Varus,Braum,Leona
lcsSUP,Evil Geniuses,IgNar,Lulu,Xin Zhao,Rumble,Leona,Braum
lcsSUP,Evil Geniuses,IgNar,Kalista,Lulu,Karma,Thresh,Leona
lcsSUP,Evil Geniuses,IgNar,Karma,Ziggs,Xin Zhao,Nautilus,Leona
lcsSUP,Evil Geniuses,IgNar,Xin Zhao,Lee Sin,Kalista,Galio,Syndra
lcsSUP,Evil Geniuses,IgNar,Sett,Kalista,Renekton,Varus,Karma
lcsSUP,Evil Geniuses,IgNar,Xin Zhao,Ziggs,Gwen,Nautilus,Alistar
lcsSUP,Evil Geniuses,IgNar,Xin Zhao,Gwen,Ziggs,Nautilus,Leona
lcsSUP,Evil Geniuses,IgNar,Gwen,Xin Zhao,Kalista,Varus,Karma
lcsSUP,Evil Geniuses,IgNar,Ziggs,Xin Zhao,Volibear,Nautilus,Leona
lcsSUP,Evil Geniuses,IgNar,Xin Zhao,Viego,Kalista,Gnar,Nautilus
lcsSUP,Evil Geniuses,IgNar,Ziggs,Kalista,Kayn,Leona,Alistar
lcsSUP,Evil Geniuses,IgNar,Olaf,Viktor,Azir,Jayce,Leona
lcsSUP,Evil Geniuses,IgNar,Irelia,Ziggs,Diana,Kalista,Tristana
lcsSUP,Evil Geniuses,IgNar,Kalista,Lee Sin,Thresh,Sejuani,Elise
lcsSUP,Evil Geniuses,IgNar,Olaf,Syndra,Kalista,Nautilus,Irelia
lcsSUP,Evil Geniuses,IgNar,Olaf,Varus,Thresh,Gangplank,Irelia
lcsSUP,Evil Geniuses,IgNar,Lulu,Volibear,Irelia,Camille,Syndra
lcsTOP,Evil Geniuses,Impact,Kalista,Thresh,Gwen,Gangplank,Syndra
lcsTOP,Evil Geniuses,Impact,Nocturne,Renekton,Viego,Ezreal,Senna
lcsTOP,Evil Geniuses,Impact,Thresh,Sylas,Varus,Akali,Xin Zhao
lcsTOP,Evil Geniuses,Impact,Karma,Udyr,Rumble,Gragas,Tahm Kench
lcsTOP,Evil Geniuses,Impact,Thresh,Udyr,Lulu,Kalista,Tristana
lcsTOP,Evil Geniuses,Impact,Karma,Lulu,Varus,Nautilus,Viego
lcsTOP,Evil Geniuses,Impact,Lulu,Karma,Gwen,Olaf,Renekton
lcsTOP,Evil Geniuses,Impact,Karma,Kalista,Gwen,Renekton,Gangplank
lcsTOP,Evil Geniuses,Impact,Lulu,Karma,Ezreal,Renekton,Braum
lcsTOP,Evil Geniuses,Impact,Lulu,Karma,Varus,Braum,Leona
lcsTOP,Evil Geniuses,Impact,Lulu,Xin Zhao,Rumble,Leona,Braum
lcsTOP,Evil Geniuses,Impact,Kalista,Lulu,Karma,Thresh,Leona
lcsTOP,Evil Geniuses,Impact,Karma,Ziggs,Xin Zhao,Nautilus,Leona
lcsTOP,Evil Geniuses,Impact,Xin Zhao,Lee Sin,Kalista,Galio,Syndra
lcsTOP,Evil Geniuses,Impact,Sett,Kalista,Renekton,Varus,Karma
lcsTOP,Evil Geniuses,Impact,Xin Zhao,Ziggs,Gwen,Nautilus,Alistar
lcsTOP,Evil Geniuses,Impact,Xin Zhao,Gwen,Ziggs,Nautilus,Leona
lcsTOP,Evil Geniuses,Impact,Gwen,Xin Zhao,Kalista,Varus,Karma
lcsTOP,Evil Geniuses,Impact,Ziggs,Xin Zhao,Volibear,Nautilus,Leona
lcsTOP,Evil Geniuses,Impact,Xin Zhao,Viego,Kalista,Gnar,Nautilus
lcsTOP,Evil Geniuses,Impact,Ziggs,Kalista,Kayn,Leona,Alistar
lcsTOP,Evil Geniuses,Impact,Olaf,Viktor,Azir,Jayce,Leona
lcsTOP,Evil Geniuses,Impact,Irelia,Ziggs,Diana,Kalista,Tristana
lcsTOP,Evil Geniuses,Impact,Kalista,Lee Sin,Thresh,Sejuani,Elise
lcsTOP,Evil Geniuses,Impact,Olaf,Syndra,Kalista,Nautilus,Irelia
lcsTOP,Evil Geniuses,Impact,Olaf,Varus,Thresh,Gangplank,Irelia
lcsTOP,Evil Geniuses,Impact,Lulu,Volibear,Irelia,Camille,Syndra
lcsMID,Evil Geniuses,Jiizuke,Kalista,Thresh,Gwen,Gangplank,Syndra
lcsMID,Evil Geniuses,Jiizuke,Nocturne,Renekton,Viego,Ezreal,Senna
lcsMID,Evil Geniuses,Jiizuke,Thresh,Sylas,Varus,Akali,Xin Zhao
lcsMID,Evil Geniuses,Jiizuke,Karma,Udyr,Rumble,Gragas,Tahm Kench
lcsMID,Evil Geniuses,Jiizuke,Thresh,Udyr,Lulu,Kalista,Tristana
lcsMID,Evil Geniuses,Jiizuke,Karma,Lulu,Varus,Nautilus,Viego
lcsMID,Evil Geniuses,Jiizuke,Lulu,Karma,Gwen,Olaf,Renekton
lcsMID,Evil Geniuses,Jiizuke,Karma,Kalista,Gwen,Renekton,Gangplank
lcsMID,Evil Geniuses,Jiizuke,Lulu,Karma,Ezreal,Renekton,Braum
lcsMID,Evil Geniuses,Jiizuke,Lulu,Karma,Varus,Braum,Leona
lcsMID,Evil Geniuses,Jiizuke,Lulu,Xin Zhao,Rumble,Leona,Braum
lcsMID,Evil Geniuses,Jiizuke,Kalista,Lulu,Karma,Thresh,Leona
lcsMID,Evil Geniuses,Jiizuke,Karma,Ziggs,Xin Zhao,Nautilus,Leona
lcsMID,Evil Geniuses,Jiizuke,Xin Zhao,Lee Sin,Kalista,Galio,Syndra
lcsMID,Evil Geniuses,Jiizuke,Sett,Kalista,Renekton,Varus,Karma
lcsMID,Evil Geniuses,Jiizuke,Xin Zhao,Ziggs,Gwen,Nautilus,Alistar
lcsMID,Evil Geniuses,Jiizuke,Xin Zhao,Gwen,Ziggs,Nautilus,Leona
lcsMID,Evil Geniuses,Jiizuke,Gwen,Xin Zhao,Kalista,Varus,Karma
lcsMID,Evil Geniuses,Jiizuke,Ziggs,Xin Zhao,Volibear,Nautilus,Leona
lcsMID,Evil Geniuses,Jiizuke,Xin Zhao,Viego,Kalista,Gnar,Nautilus
lcsMID,Evil Geniuses,Jiizuke,Ziggs,Kalista,Kayn,Leona,Alistar
lcsMID,Evil Geniuses,Jiizuke,Olaf,Viktor,Azir,Jayce,Leona
lcsMID,Evil Geniuses,Jiizuke,Irelia,Ziggs,Diana,Kalista,Tristana
lcsMID,Evil Geniuses,Jiizuke,Kalista,Lee Sin,Thresh,Sejuani,Elise
lcsMID,Evil Geniuses,Jiizuke,Olaf,Syndra,Kalista,Nautilus,Irelia
lcsMID,Evil Geniuses,Jiizuke,Olaf,Varus,Thresh,Gangplank,Irelia
lcsMID,Evil Geniuses,Jiizuke,Lulu,Volibear,Irelia,Camille,Syndra
lcsJG,Evil Geniuses,Svenskeren,Kalista,Thresh,Gwen,Gangplank,Syndra
lcsJG,Evil Geniuses,Svenskeren,Nocturne,Renekton,Viego,Ezreal,Senna
lcsJG,Evil Geniuses,Svenskeren,Thresh,Sylas,Varus,Akali,Xin Zhao
lcsJG,Evil Geniuses,Svenskeren,Karma,Udyr,Rumble,Gragas,Tahm Kench
lcsJG,Evil Geniuses,Svenskeren,Thresh,Udyr,Lulu,Kalista,Tristana
lcsJG,Evil Geniuses,Svenskeren,Karma,Lulu,Varus,Nautilus,Viego
lcsJG,Evil Geniuses,Svenskeren,Lulu,Karma,Gwen,Olaf,Renekton
lcsJG,Evil Geniuses,Svenskeren,Karma,Kalista,Gwen,Renekton,Gangplank
lcsJG,Evil Geniuses,Svenskeren,Lulu,Karma,Ezreal,Renekton,Braum
lcsJG,Evil Geniuses,Svenskeren,Lulu,Karma,Varus,Braum,Leona
lcsJG,Evil Geniuses,Svenskeren,Kalista,Lulu,Karma,Thresh,Leona
lcsJG,Evil Geniuses,Svenskeren,Karma,Ziggs,Xin Zhao,Nautilus,Leona
lcsJG,Evil Geniuses,Svenskeren,Xin Zhao,Lee Sin,Kalista,Galio,Syndra
lcsJG,Evil Geniuses,Svenskeren,Sett,Kalista,Renekton,Varus,Karma
lcsJG,Evil Geniuses,Svenskeren,Xin Zhao,Gwen,Ziggs,Nautilus,Leona
lcsJG,Evil Geniuses,Svenskeren,Gwen,Xin Zhao,Kalista,Varus,Karma
lcsJG,Evil Geniuses,Svenskeren,Ziggs,Xin Zhao,Volibear,Nautilus,Leona
lcsJG,Evil Geniuses,Svenskeren,Xin Zhao,Viego,Kalista,Gnar,Nautilus
lcsJG,Evil Geniuses,Svenskeren,Ziggs,Kalista,Kayn,Leona,Alistar
lcsJG,Evil Geniuses,Svenskeren,Irelia,Ziggs,Diana,Kalista,Tristana
lcsJG,Evil Geniuses,Svenskeren,Kalista,Lee Sin,Thresh,Sejuani,Elise
lcsJG,Evil Geniuses,Svenskeren,Olaf,Syndra,Kalista,Nautilus,Irelia
lcsJG,Evil Geniuses,Svenskeren,Olaf,Varus,Thresh,Gangplank,Irelia
lecSUP,Excel Esports,Advienne,Varus,Lucian,Nocturne,Nautilus,Blitzcrank
lecSUP,Excel Esports,Advienne,Xin Zhao,Lucian,Nocturne,Volibear,Braum
lecSUP,Excel Esports,Advienne,Nocturne,Volibear,Viego,Taric,Camille
lecSUP,Excel Esports,Advienne,Nocturne,Xin Zhao,Tristana,Sett,Renekton
lecSUP,Excel Esports,Advienne,Viego,Xin Zhao,Gwen,Camille,Sylas
lecSUP,Excel Esports,Advienne,Dr. Mundo,Thresh,Tristana,Lee Sin,Volibear
lecSUP,Excel Esports,Advienne,Xin Zhao,Viego,Varus,LeBlanc,Ryze
lecSUP,Excel Esports,Advienne,Varus,Thresh,Xin Zhao,Alistar,Renekton
lecSUP,Excel Esports,Advienne,Ziggs,Renekton,Xin Zhao,Malphite,Tahm Kench
lecSUP,Excel Esports,Advienne,Trundle,Xin Zhao,Lucian,Aphelios,Lee Sin
lecSUP,Excel Esports,Advienne,Viego,Twisted Fate,Xin Zhao,Camille,Jinx
lecJG,Excel Esports,Dan,Gwen,Renekton,Senna,Thresh,Malphite
lecJG,Excel Esports,Dan,Thresh,Varus,Renekton,Volibear,Xin Zhao
lecJG,Excel Esports,Dan,Renekton,Lee Sin,Lulu,Leona,Braum
lecJG,Excel Esports,Dan,Renekton,Akali,Lucian,Senna,Kalista
lecJG,Excel Esports,Dan,Viego,Lucian,Thresh,Nautilus,Sylas
lecJG,Excel Esports,Dan,Fiddlesticks,Rumble,Renekton,Senna,Thresh
lecJG,Excel Esports,Dan,Gwen,Renekton,Akali,Braum,Senna
lecSUP,Excel Esports,denyk,Gwen,Renekton,Senna,Thresh,Malphite
lecSUP,Excel Esports,denyk,Thresh,Varus,Renekton,Volibear,Xin Zhao
lecSUP,Excel Esports,denyk,Renekton,Lee Sin,Lulu,Leona,Braum
lecSUP,Excel Esports,denyk,Renekton,Akali,Lucian,Senna,Kalista
lecSUP,Excel Esports,denyk,Viego,Lucian,Thresh,Nautilus,Sylas
lecSUP,Excel Esports,denyk,Fiddlesticks,Rumble,Renekton,Senna,Thresh
lecSUP,Excel Esports,denyk,Gwen,Renekton,Akali,Braum,Senna
lecTOP,Excel Esports,Kryze,Gwen,Renekton,Senna,Thresh,Malphite
lecTOP,Excel Esports,Kryze,Thresh,Varus,Renekton,Volibear,Xin Zhao
lecTOP,Excel Esports,Kryze,Renekton,Lee Sin,Lulu,Leona,Braum
lecTOP,Excel Esports,Kryze,Renekton,Akali,Lucian,Senna,Kalista
lecTOP,Excel Esports,Kryze,Viego,Lucian,Thresh,Nautilus,Sylas
lecTOP,Excel Esports,Kryze,Fiddlesticks,Rumble,Renekton,Senna,Thresh
lecTOP,Excel Esports,Kryze,Gwen,Renekton,Akali,Braum,Senna
lecTOP,Excel Esports,Kryze,Varus,Lucian,Nocturne,Nautilus,Blitzcrank
lecTOP,Excel Esports,Kryze,Xin Zhao,Lucian,Nocturne,Volibear,Braum
lecTOP,Excel Esports,Kryze,Nocturne,Volibear,Viego,Taric,Camille
lecTOP,Excel Esports,Kryze,Nocturne,Xin Zhao,Tristana,Sett,Renekton
lecTOP,Excel Esports,Kryze,Viego,Xin Zhao,Gwen,Camille,Sylas
lecTOP,Excel Esports,Kryze,Dr. Mundo,Thresh,Tristana,Lee Sin,Volibear
lecTOP,Excel Esports,Kryze,Xin Zhao,Viego,Varus,LeBlanc,Ryze
lecTOP,Excel Esports,Kryze,Varus,Thresh,Xin Zhao,Alistar,Renekton
lecTOP,Excel Esports,Kryze,Ziggs,Renekton,Xin Zhao,Malphite,Tahm Kench
lecTOP,Excel Esports,Kryze,Trundle,Xin Zhao,Lucian,Aphelios,Lee Sin
lecTOP,Excel Esports,Kryze,Viego,Twisted Fate,Xin Zhao,Camille,Jinx
lecJG,Excel Esports,Markoon,Varus,Lucian,Nocturne,Nautilus,Blitzcrank
lecJG,Excel Esports,Markoon,Xin Zhao,Lucian,Nocturne,Volibear,Braum
lecJG,Excel Esports,Markoon,Nocturne,Volibear,Viego,Taric,Camille
lecJG,Excel Esports,Markoon,Nocturne,Xin Zhao,Tristana,Sett,Renekton
lecJG,Excel Esports,Markoon,Viego,Xin Zhao,Gwen,Camille,Sylas
lecJG,Excel Esports,Markoon,Dr. Mundo,Thresh,Tristana,Lee Sin,Volibear
lecJG,Excel Esports,Markoon,Xin Zhao,Viego,Varus,LeBlanc,Ryze
lecJG,Excel Esports,Markoon,Varus,Thresh,Xin Zhao,Alistar,Renekton
lecJG,Excel Esports,Markoon,Ziggs,Renekton,Xin Zhao,Malphite,Tahm Kench
lecJG,Excel Esports,Markoon,Trundle,Xin Zhao,Lucian,Aphelios,Lee Sin
lecJG,Excel Esports,Markoon,Viego,Twisted Fate,Xin Zhao,Camille,Jinx
lecMID,Excel Esports,nukeduck,Gwen,Renekton,Senna,Thresh,Malphite
lecMID,Excel Esports,nukeduck,Thresh,Varus,Renekton,Volibear,Xin Zhao
lecMID,Excel Esports,nukeduck,Renekton,Lee Sin,Lulu,Leona,Braum
lecMID,Excel Esports,nukeduck,Renekton,Akali,Lucian,Senna,Kalista
lecMID,Excel Esports,nukeduck,Viego,Lucian,Thresh,Nautilus,Sylas
lecMID,Excel Esports,nukeduck,Fiddlesticks,Rumble,Renekton,Senna,Thresh
lecMID,Excel Esports,nukeduck,Gwen,Renekton,Akali,Braum,Senna
lecMID,Excel Esports,nukeduck,Varus,Lucian,Nocturne,Nautilus,Blitzcrank
lecMID,Excel Esports,nukeduck,Xin Zhao,Lucian,Nocturne,Volibear,Braum
lecMID,Excel Esports,nukeduck,Nocturne,Volibear,Viego,Taric,Camille
lecMID,Excel Esports,nukeduck,Nocturne,Xin Zhao,Tristana,Sett,Renekton
lecMID,Excel Esports,nukeduck,Viego,Xin Zhao,Gwen,Camille,Sylas
lecMID,Excel Esports,nukeduck,Dr. Mundo,Thresh,Tristana,Lee Sin,Volibear
lecMID,Excel Esports,nukeduck,Xin Zhao,Viego,Varus,LeBlanc,Ryze
lecMID,Excel Esports,nukeduck,Varus,Thresh,Xin Zhao,Alistar,Renekton
lecMID,Excel Esports,nukeduck,Ziggs,Renekton,Xin Zhao,Malphite,Tahm Kench
lecMID,Excel Esports,nukeduck,Trundle,Xin Zhao,Lucian,Aphelios,Lee Sin
lecMID,Excel Esports,nukeduck,Viego,Twisted Fate,Xin Zhao,Camille,Jinx
lecADC,Excel Esports,Patrik,Gwen,Renekton,Senna,Thresh,Malphite
lecADC,Excel Esports,Patrik,Thresh,Varus,Renekton,Volibear,Xin Zhao
lecADC,Excel Esports,Patrik,Renekton,Lee Sin,Lulu,Leona,Braum
lecADC,Excel Esports,Patrik,Renekton,Akali,Lucian,Senna,Kalista
lecADC,Excel Esports,Patrik,Viego,Lucian,Thresh,Nautilus,Sylas
lecADC,Excel Esports,Patrik,Fiddlesticks,Rumble,Renekton,Senna,Thresh
lecADC,Excel Esports,Patrik,Gwen,Renekton,Akali,Braum,Senna
lecADC,Excel Esports,Patrik,Varus,Lucian,Nocturne,Nautilus,Blitzcrank
lecADC,Excel Esports,Patrik,Xin Zhao,Lucian,Nocturne,Volibear,Braum
lecADC,Excel Esports,Patrik,Nocturne,Volibear,Viego,Taric,Camille
lecADC,Excel Esports,Patrik,Nocturne,Xin Zhao,Tristana,Sett,Renekton
lecADC,Excel Esports,Patrik,Viego,Xin Zhao,Gwen,Camille,Sylas
lecADC,Excel Esports,Patrik,Dr. Mundo,Thresh,Tristana,Lee Sin,Volibear
lecADC,Excel Esports,Patrik,Xin Zhao,Viego,Varus,LeBlanc,Ryze
lecADC,Excel Esports,Patrik,Varus,Thresh,Xin Zhao,Alistar,Renekton
lecADC,Excel Esports,Patrik,Ziggs,Renekton,Xin Zhao,Malphite,Tahm Kench
lecADC,Excel Esports,Patrik,Trundle,Xin Zhao,Lucian,Aphelios,Lee Sin
lecADC,Excel Esports,Patrik,Viego,Twisted Fate,Xin Zhao,Camille,Jinx
lecTOP,FC Schalke 04 Esports,Broken Blade,Akali,Thresh,Kog'Maw,Ryze,Nocturne
lecTOP,FC Schalke 04 Esports,Broken Blade,Karma,Varus,Gwen,Nautilus,Leona
lecTOP,FC Schalke 04 Esports,Broken Blade,Gwen,Kalista,Karma,Volibear,Udyr
lecTOP,FC Schalke 04 Esports,Broken Blade,Gwen,Nocturne,Akali,Lee Sin,Renekton
lecTOP,FC Schalke 04 Esports,Broken Blade,Rumble,Lucian,Thresh,Nocturne,Leona
lecTOP,FC Schalke 04 Esports,Broken Blade,Kalista,Akali,Xin Zhao,Braum,Volibear
lecTOP,FC Schalke 04 Esports,Broken Blade,Gwen,Akali,Renekton,Tahm Kench,Sylas
lecTOP,FC Schalke 04 Esports,Broken Blade,Kalista,Renekton,Viego,Braum,Leona
lecTOP,FC Schalke 04 Esports,Broken Blade,Akali,Thresh,Trundle,Renekton,Gwen
lecTOP,FC Schalke 04 Esports,Broken Blade,Lucian,Akali,Thresh,Varus,Kalista
lecTOP,FC Schalke 04 Esports,Broken Blade,Kalista,Nocturne,Xin Zhao,Tristana,Nautilus
lecTOP,FC Schalke 04 Esports,Broken Blade,Kalista,Thresh,LeBlanc,Kennen,Leona
lecTOP,FC Schalke 04 Esports,Broken Blade,Varus,Gwen,Lee Sin,Leona,Nautilus
lecTOP,FC Schalke 04 Esports,Broken Blade,Kalista,Draven,Gwen,Nautilus,Braum
lecTOP,FC Schalke 04 Esports,Broken Blade,Lucian,Thresh,Viego,Lee Sin,Sett
lecTOP,FC Schalke 04 Esports,Broken Blade,Irelia,Diana,Thresh,Yasuo,
lecTOP,FC Schalke 04 Esports,Broken Blade,LeBlanc,Twisted Fate,Lee Sin,Ekko,Zoe
lecTOP,FC Schalke 04 Esports,Broken Blade,Kalista,Thresh,Twisted Fate,Diana,Olaf
lecJG,FC Schalke 04 Esports,Kirei,Akali,Thresh,Kog'Maw,Ryze,Nocturne
lecJG,FC Schalke 04 Esports,Kirei,Karma,Varus,Gwen,Nautilus,Leona
lecJG,FC Schalke 04 Esports,Kirei,Gwen,Kalista,Karma,Volibear,Udyr
lecJG,FC Schalke 04 Esports,Kirei,Gwen,Nocturne,Akali,Lee Sin,Renekton
lecJG,FC Schalke 04 Esports,Kirei,Rumble,Lucian,Thresh,Nocturne,Leona
lecJG,FC Schalke 04 Esports,Kirei,Kalista,Akali,Xin Zhao,Braum,Volibear
lecJG,FC Schalke 04 Esports,Kirei,Gwen,Akali,Renekton,Tahm Kench,Sylas
lecJG,FC Schalke 04 Esports,Kirei,Kalista,Renekton,Viego,Braum,Leona
lecJG,FC Schalke 04 Esports,Kirei,Akali,Thresh,Trundle,Renekton,Gwen
lecJG,FC Schalke 04 Esports,Kirei,Lucian,Akali,Thresh,Varus,Kalista
lecJG,FC Schalke 04 Esports,Kirei,Kalista,Nocturne,Xin Zhao,Tristana,Nautilus
lecJG,FC Schalke 04 Esports,Kirei,Kalista,Thresh,LeBlanc,Kennen,Leona
lecJG,FC Schalke 04 Esports,Kirei,Varus,Gwen,Lee Sin,Leona,Nautilus
lecJG,FC Schalke 04 Esports,Kirei,Kalista,Draven,Gwen,Nautilus,Braum
lecJG,FC Schalke 04 Esports,Kirei,Lucian,Thresh,Viego,Lee Sin,Sett
lecJG,FC Schalke 04 Esports,Kirei,Irelia,Diana,Thresh,Yasuo,
lecJG,FC Schalke 04 Esports,Kirei,LeBlanc,Twisted Fate,Lee Sin,Ekko,Zoe
lecJG,FC Schalke 04 Esports,Kirei,Kalista,Thresh,Twisted Fate,Diana,Olaf
